ranking_posicion,CUENTA_ID,SED_ID,LLAVE_ID,MACRO_GIRO,tipo_predicho,probabilidad_final,posterior_fraude,recupero_p10_kwh,recupero_p10_soles,prioridad,nivel_sospecha,alta_incertidumbre,datos_insuficientes,sin_servicio,caida_pct,factor_uso,desv_sed,anomaly_score,firma_fraude,señal_vecindario,caida_vs_sed,desacople_sed,cons_anual,ratio_meses_activos,POTENCIA_CONTRATADA,meses_cero_finales,meses_activos,kwhd_promedio
2453,SUM_009633,SED_0061,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.563460420695903,0.002531645567879608,3186.161288948121,2125.169579728397,1197.4489454438979,ALTO,False,False,False,0.8336977299880525,0.0010448168682795698,-0.5310109798006463,0.440777991739471,0.6043545636813802,0.9235970838071031,0.623408297657984,1.043778974763713,244.0,0.8333333333333334,12.0,0,10,0.6970086085509473
2454,SUM_009180,SED_0038,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5379899604090529,0.002531645567879608,3335.4754548799706,2224.7621284049405,1196.8996893801343,ALTO,False,False,False,0.6090295555038399,0.003862380525686977,-0.6460877478236726,0.3388961505920709,0.6043545636813802,0.8842351682161728,0.5470996017045054,0.4889305602564222,395.0,0.8333333333333334,12.0,0,10,1.0851606502816182
2455,SUM_010432,SED_1009,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5666843133433089,0.002531645567879608,3164.6855715884926,2110.845276249525,1196.1829059454292,ALTO,False,False,False,0.9437349215763667,0.0,-0.7659780191155001,0.453673562329095,0.6043545636813802,0.9672195839743161,0.8529198640049249,1.5351324683091672,287.0,0.4166666666666667,12.1,0,5,0.7731273560128539
2456,SUM_001672,SED_1886,LLAVE_13,POT_MEDIA,MANIPULACIÓN,0.5580465677378237,0.002531645567879608,3213.0344324777343,2143.093966462649,1195.9462323241198,ALTO,False,False,False,0.7113658286081748,0.010758998435054776,-0.3251051034416792,0.37425575884012846,0.6193101707037221,0.8936592870042137,0.5228372571072708,0.6251843980704361,1079.0,1.0,7.1,0,12,2.9290674603174605
2457,SUM_012639,SED_1830,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5945949820080865,0.005198798401625786,3015.257639942631,2011.176845841735,1195.8356604683465,ALTO,True,False,False,0.5230061249673028,0.01555991475346314,0.1184511925172465,0.33143834119365595,0.6823138622795633,0.8173834526118654,0.3067880113029967,0.31019151734433886,1578.0,1.0,11.1,0,12,4.3357390873015875
2458,SUM_012674,SED_1199,LLAVE_05,POT_MEDIA,MANIPULACIÓN,0.5829336212791018,0.004935573060319253,3075.4296518836313,2051.311577806382,1195.7784864224222,ALTO,True,False,False,0.1190624114753675,0.014542107165446825,-0.11879670748296087,0.30678596343231107,0.6749828405613654,0.7696809577954651,0.18354999635925395,0.30800359457503274,774.0,0.9166666666666666,5.1,0,11,1.9120398877941982
2459,SUM_010974,SED_1990,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.6028731572768822,0.002531645567879608,2973.630794962401,1983.4117402399215,1195.7456980184768,ALTO,False,False,False,-2.0,0.009080541938997821,-0.6592560084839318,0.4598965367641952,0.6505320307811111,0.275265868503779,-1.2594603045531518,0.5060231913380185,320.0,0.9166666666666666,5.1,0,11,0.8747857793933295
2460,SUM_014850,SED_2738,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.6099947796412086,0.002531645567879608,2938.696883527843,1960.1108213130715,1195.6573685192154,MODERADO,False,False,False,0.3164226652961271,0.03119586320191159,5.090435271687755,0.4618340938745344,0.5393747144183781,0.7439836800214031,0.21738001360650783,0.18698352223148362,3183.0,1.0,12.0,0,12,8.717534722222222
2461,SUM_016992,SED_2002,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.5895316958848671,0.002531645567879608,3040.6377956003375,2028.1054096654252,1195.6324215933312,ALTO,False,False,False,-2.0,0.0032088540153056284,-0.6433334217307848,0.4065306911961351,0.6505320307811111,0.2561668115845094,-2.0,0.5517209596194975,252.0,0.8333333333333334,11.1,0,10,0.6842887599978812
2462,SUM_009249,SED_1528,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.5849292266082691,0.005198798401625786,3064.26958486535,2043.8678131051888,1195.5180192091523,ALTO,True,False,False,-0.0783195729142121,0.02864493004971673,-0.3412849257384697,0.288765801188413,0.6836503684148877,0.6575479901009965,0.05622885961618154,0.24141411142893743,744.0,0.9166666666666666,3.1,0,11,2.0257912506400406
2463,SUM_017516,SED_0061,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.562273416883423,0.002531645567879608,3187.212480631696,2125.870724581341,1195.3205961627891,ALTO,False,False,False,0.7584271807596868,0.007291666666666667,1.8791709469991118,0.4166790190178505,0.6108048828386138,0.8953983011169822,0.6059962916857475,0.546902016457401,1564.0,1.0,12.0,0,12,4.275104006656425
2464,SUM_013241,SED_1830,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.5644101419610156,0.002531645567879608,3174.1156255047736,2117.135122211684,1194.9325348781488,ALTO,False,False,False,0.7986918961690804,0.010904499540863177,0.49948490850940724,0.38340670048674635,0.6247446224524387,0.9101999866229684,0.6885071971917615,0.6283835879126742,2122.0,1.0,12.1,0,12,5.813178443420379
2465,SUM_013704,SED_0938,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5902047413080111,0.0038594706969183224,3034.715084892603,2024.1549616233663,1194.665855492246,ALTO,False,False,False,0.7657015313730219,0.01294849537037037,0.18473033940899392,0.39102410363515,0.6565982871989648,0.9036586181526319,0.6603751391690074,0.5807539871102411,2260.0,1.0,12.0,0,12,6.24537540057736
2466,SUM_019627,SED_2170,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.6265745931447487,0.008464773452328881,2858.331165983877,1906.506887711246,1194.568777495335,MUY ALTO,True,False,False,0.38785931745197866,0.054813508064516125,0.38812486132775786,0.28178179054713975,0.7415055273439517,0.8188683031235369,0.33251818581241205,0.2915980304259817,1729.0,1.0,3.1,0,12,4.750055313884917
2467,SUM_004534,SED_2413,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5368946103296663,0.002531645567879608,3335.6608507402752,2224.8857874437635,1194.5291878776322,ALTO,False,False,False,0.5200672115939999,0.006104390681003585,0.3167980675582797,0.32677213820744655,0.6069354343704063,0.7779145207678416,0.21685081648129725,0.27405386196798565,827.0,1.0,12.0,0,12,2.250868055555556
2468,SUM_000407,SED_1497,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.6132794053315391,0.0072809732033621375,2919.8156489890603,1947.5170378757034,1194.3720908614519,MUY ALTO,False,False,False,0.47300189444834567,0.03261730760134336,1.3583927770118,0.3760233002052235,0.6923647737069778,0.7904287338639555,0.35931516986750284,0.19733146449454222,2657.0,1.0,8.1,0,12,7.317374794745484
2469,SUM_018659,SED_2642,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5450903541101879,0.002531645567879608,3284.7224343924336,2190.9098637397533,1194.2438334494057,ALTO,False,False,False,0.6475301154411071,0.005749701314217443,0.6475950820674242,0.34794676792491025,0.6108048828386138,0.8762156377499831,0.5141070952760127,0.4442378500589313,875.0,1.0,12.0,0,12,2.413824884792627
2470,SUM_015131,SED_1523,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.5896716428086267,0.005198798401625786,3036.1465090206466,2025.1097215167713,1194.149776354515,ALTO,True,False,False,0.0,0.011859582542694497,-0.575335719703193,0.32061917225247116,0.6793557996606785,0.5810781887499163,0.0,0.4271491809232264,423.0,0.8888888888888888,5.1,0,8,1.5342368578255676
2471,SUM_007124,SED_2170,LLAVE_10,POT_ALTA,MANIPULACIÓN,0.5732122852500946,0.002531645567879608,3121.8169392883315,2082.251898505317,1193.5723692085808,ALTO,False,False,False,0.0,0.0005206974370242199,-0.8941731297881852,0.3412530486570451,0.6505320307811111,0.6218915122734264,0.0,1.1109709414464233,132.0,0.5833333333333334,8.1,0,7,0.3621830969595848
2472,SUM_013758,SED_2413,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5765549438222314,0.0038594706969183224,3103.605155822492,2070.1046389336025,1193.5290638065037,ALTO,False,False,False,-0.46806767379634706,0.00859281660692951,0.3662502479815836,0.33527272547389125,0.6569823499383447,0.29766570797939934,-0.5557953454460242,0.39518562867783674,853.0,0.9166666666666666,12.0,0,11,2.3354366679467486
2473,SUM_009772,SED_1482,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.5600801506142652,0.002531645567879608,3194.7779276375472,2130.9168777342443,1193.4842458278752,ALTO,False,False,False,0.8012265300016649,0.008437873357228197,1.8676738063138285,0.4079059539412195,0.6108048828386138,0.9062336967426927,0.6176742987540087,0.6759630270427857,872.0,1.0,5.1,0,12,2.3137528801843312
2474,SUM_014211,SED_1830,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.6779878369562251,0.011162718434674463,2637.6525902063336,1759.3142776676245,1192.7936816420763,MUY ALTO,True,False,False,0.031553607305336136,0.05090183836281651,-0.020148068219826443,0.28892428634833234,0.807675687158856,0.6977927897799477,0.12682692612053736,0.20216197313459472,1401.0,0.9166666666666666,3.1,0,11,3.8288650473630312
2475,SUM_005719,SED_1528,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.6135408151602268,0.002531645567879608,2914.6937022489105,1944.1006994000234,1192.7851278634575,ALTO,False,False,False,0.0,0.0,-0.9237977612921777,0.5025671682975741,0.6505320307811111,0.641816600896261,0.0,1.6651774577745486,138.0,0.25,3.1,0,3,0.23346560846560846
2476,SUM_008367,SED_0061,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5413896935860566,0.002531645567879608,3302.729870744038,2202.9208237862736,1192.638629783994,ALTO,False,False,False,0.6886806929004979,0.0020948840725806455,-0.5705876350886434,0.3524950833000858,0.6043545636813802,0.8785432412547656,0.5768216766532749,0.4063699585892038,234.0,1.0,12.0,0,12,0.6381056387608807
2477,SUM_008319,SED_0035,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5723310707375878,0.002531645567879608,3123.680677765095,2083.4950120693184,1192.4489311340565,ALTO,False,False,False,0.0,0.006403581000355194,0.051553436893307505,0.33520772030496154,0.6513721875484633,0.25939736472476754,-2.0,0.5858065521162503,485.0,0.75,11.1,0,9,1.319287634408602
2478,SUM_007842,SED_0362,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.5462891504796705,0.002531645567879608,3272.25297058701,2182.592731381536,1192.326729069523,ALTO,False,False,False,0.8465456245933637,0.003294328484081805,-0.6032290087024367,0.3720929108745415,0.6043545636813802,0.9149421443381713,0.7390032197855629,0.6218070581526267,190.0,1.0,5.1,0,12,0.5217440674823878
2479,SUM_003261,SED_2170,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.6219049867097808,0.007872924089224274,2874.058595619021,1916.9970832778872,1192.1900455986229,MUY ALTO,True,False,False,0.20732014070617272,0.017513473803499897,-0.33996325667479554,0.32375394495100673,0.7212886672960388,0.7365928700421376,0.13137263270192873,0.3081348852473283,824.0,0.9166666666666666,5.1,0,11,2.2641542851845964
2480,SUM_003298,SED_2642,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.6027431498955664,0.002531645567879608,2965.3965063122096,1977.919469710244,1192.1774114129207,ALTO,False,False,False,-2.0,0.008301707779886149,-0.4068306770553461,0.4593765072389323,0.6505320307811111,0.26368135910641427,-1.601589807156845,0.4482269628389841,325.0,0.9166666666666666,5.1,0,11,0.885991903481823
2481,SUM_006241,SED_2362,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5659932131792961,0.002531645567879608,3157.7327289939985,2106.207730238997,1192.099280861042,ALTO,True,False,False,-0.12635379061371826,0.004050925925925926,-0.6074732327321928,0.3123767603738511,0.6505320307811111,0.2869774597016922,-0.8747913837162997,0.4938564578711591,517.0,1.0,12.0,0,12,1.4202508960573477
2482,SUM_010382,SED_1206,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5706207084960725,0.002531645567879608,3131.9609907590693,2089.0179808362996,1192.036920285844,ALTO,False,False,False,0.0,0.003640232974910394,-0.7679740476504484,0.3308867416409566,0.6505320307811111,0.605176911243395,0.0,0.7137816620553435,281.0,0.6666666666666666,12.0,0,8,0.7643873207885304
2483,SUM_005226,SED_0169,LLAVE_10,POT_ALTA,MANIPULACIÓN,0.6301700227128042,0.007872924089224274,2835.825058823839,1891.4953142355007,1191.9636451329482,MUY ALTO,False,False,False,-0.2969204930189585,0.014167040023894864,-0.04835460280555044,0.3631259800384285,0.7191847036042629,0.30292288141261453,-0.7702808688624838,0.6183434704552753,1100.0,1.0,12.0,0,12,3.0042903159595316
2484,SUM_014221,SED_0933,LLAVE_05,POT_MEDIA,MANIPULACIÓN,0.5241948944408492,0.002531645567879608,3408.8960988312915,2273.7336979204715,1191.8795957680234,MODERADO,False,False,False,-0.08696264204469034,0.025537634408602156,0.27271906526176287,0.34342380536907297,0.5844519241314413,0.32603839208079727,-0.2145174318943218,0.2289877038771626,1539.0,1.0,6.1,0,12,4.208098918330773
2485,SUM_015076,SED_2413,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.5539826749181975,0.002531645567879608,3225.553396785605,2151.4441156559988,1191.8627661281262,ALTO,False,False,False,0.9225353706847764,0.006279868578255675,0.7628693291327768,0.3835160511569487,0.6108048828386138,0.9039328473011838,0.6431712636251657,0.604896700318888,1082.0,1.0,12.0,0,12,3.013698476702509
2486,SUM_015441,SED_2735,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5692221542071835,0.002531645567879608,3138.7403074530234,2093.5397850711665,1191.6892263766533,ALTO,True,False,False,-0.20039095194443327,0.007315909659659661,0.06047436350773813,0.3221847854372187,0.6515679437971716,0.2976255768844893,-0.6906338533090957,0.5009668368353062,611.0,1.0,11.1,0,12,1.6666226638504866
2487,SUM_010805,SED_1538,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.5509022634036527,0.002531645567879608,3242.556321284379,2162.7850662966807,1191.4831882784604,ALTO,False,False,False,0.22029767571342998,0.009155707431569501,15.279751638795766,0.38280275050339174,0.6069354343704063,0.46437027623570326,-0.04383395616160893,0.3423020878632812,922.0,1.0,11.1,0,12,2.569047812163427
2488,SUM_018891,SED_1600,LLAVE_16,POT_BAJA,CLANDESTINA,0.6188134129539996,0.0072809732033621375,2885.730597165829,1924.782308309608,1191.081109398546,MUY ALTO,False,False,False,0.8784329767007519,0.015594288357035494,-0.65532848973366,0.40111350295884723,0.6913800496190505,0.8978262323590394,0.6555379767759754,0.5214463620938444,639.0,1.0,3.1,0,12,1.161909922407121
2489,SUM_016098,SED_1777,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.6251133185656631,0.007872924089224274,2856.5338186303024,1905.308057026412,1191.033442417676,MUY ALTO,True,False,False,0.09079248264291646,0.01829481792717087,-0.2960584722567157,0.3000578332125916,0.7334651470166869,0.6587853655273894,0.010938721034610965,0.4765959915523976,831.0,1.0,5.1,0,12,2.2650321620583718
2490,SUM_015476,SED_0035,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5727335362468119,0.002531645567879608,3117.676117590781,2079.489970433051,1190.9936443558995,ALTO,False,False,False,0.0,0.0026041666666666665,-0.3265296032138382,0.33933805264391437,0.6505320307811111,0.6198849575279245,0.0,1.0474489170189376,313.0,0.5,12.0,0,6,0.8494119623655912
2491,SUM_013518,SED_2475,LLAVE_13,POT_BAJA,MANIPULACIÓN,0.621405025339777,0.007872924089224274,2872.09581347189,1915.6879075857507,1190.418092756428,MUY ALTO,True,False,False,0.4213129506373953,0.056899641577060935,1.926422223096108,0.31903934686154695,0.7221935848325203,0.8180322386462444,0.36663180897438624,0.2609874358447412,1930.0,1.0,3.1,0,12,5.306206797235023
2492,SUM_002040,SED_0670,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.5995271896420553,0.004935573060319253,2976.890777916257,1985.5861488701435,1190.4128836243087,ALTO,False,False,False,-1.3890098497675971,0.011549571208152426,-0.6288505245436614,0.3745350248504253,0.674524577905932,0.2806635007691793,-1.7091419009883073,0.6572837951090732,410.0,1.0,3.1,0,12,1.1126815288592262
2493,SUM_019266,SED_0063,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.54505952179037,0.002531645567879608,3273.755497137709,2183.594916590852,1190.1892010208926,ALTO,False,False,False,0.26888811979337746,0.012108883076625013,0.9149060509385438,0.3528929302065939,0.6091150523182954,0.7577085144806367,0.1415986955546657,0.3738684266730004,1287.0,0.9166666666666666,11.1,0,11,2.699011635017538
2494,SUM_007141,SED_2743,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5011565153767545,0.002531645567879608,3559.136985105123,2373.9443690651174,1189.7176876989424,MODERADO,False,False,False,-0.7030275885071711,0.007000952565468695,1.3147730932149868,0.33035390066721193,0.5596327407822749,0.29834793659287007,-0.4573310387412858,0.33733084401767366,734.0,1.0,11.1,0,12,2.0005912378392217
2495,SUM_012424,SED_0938,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5579648986215019,0.002531645567879608,3195.99876961581,2131.7311793337453,1189.4311713652478,MODERADO,False,False,False,0.3752237939398952,0.05191532258064516,1.9932477242857751,0.46087149466022914,0.5903293666085928,0.78823490067554,0.3150128873174753,0.2133863244506151,5750.0,1.0,12.0,0,12,15.780607283004045
2496,SUM_015055,SED_1942,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.6471066316166917,0.007872924089224274,2755.6187822097095,1837.9977277338762,1189.3805185130018,MUY ALTO,False,False,False,-1.3848563701090724,0.014198637107836632,0.09075632610069381,0.4242939724979073,0.7213775179896198,0.8870443448598755,0.4557284516956086,0.6525820927805367,2537.0,1.0,8.1,0,12,3.8606983879126346
2497,SUM_004555,SED_1041,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5346201193616121,0.002531645567879608,3334.741986797159,2224.272905193705,1189.1410460674583,ALTO,False,False,False,0.18227692888134323,0.002622329991281604,-0.6850697098112843,0.32541678640230776,0.6043545636813802,0.6894120794595678,0.06270177011409048,0.3410838257413598,270.0,0.9166666666666666,11.1,0,11,0.7430891577060933
2498,SUM_004270,SED_0670,LLAVE_10,POT_ALTA,MANIPULACIÓN,0.545454640214206,0.002531645567879608,3268.261245168561,2179.9302505274304,1189.0530704935034,ALTO,False,False,False,0.6238906113175395,0.0008463541666666667,-0.8794946112622425,0.3687548698126831,0.6043545636813802,0.9106213631195237,0.6074113619372942,0.7746831952378271,130.0,0.9166666666666666,12.0,0,11,0.3605918502922118
2499,SUM_014698,SED_1523,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.45063029582347036,0.002531645567879608,3954.8593350030583,2637.89117644704,1188.7136811924518,MODERADO,False,False,False,0.4648715083798883,0.02234424693321218,0.004018415414048213,0.3193726032649803,0.4943828600096337,0.7839408735201658,0.3249792436891992,0.19858367016772002,1327.0,1.0,7.1,0,12,3.628705037122376
2500,SUM_018266,SED_2315,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5358526632477587,0.002531645567879608,3325.200309665655,2217.908606546992,1188.472233658331,ALTO,False,False,False,0.4923190546528804,0.0036951013513513518,-0.11214232923185563,0.3303469619468941,0.6043545636813802,0.7852183800414687,0.26914460663125317,0.23483630086155394,464.0,1.0,11.1,0,12,1.274682379672299
2501,SUM_013665,SED_0212,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5478386081354611,0.002531645567879608,3252.0131627519304,2169.0927795555376,1188.3127692683843,ALTO,False,False,False,0.5214109432268099,0.007028828223384676,0.8598472821091441,0.3589397840260033,0.6108048828386138,0.8264330145140792,0.3758074304218836,0.28184703564458513,821.0,1.0,11.1,0,12,2.227009728622632
2502,SUM_015695,SED_2413,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.6171757473601607,0.007872924089224274,2886.117078176134,1925.0400911434815,1188.0880569497501,MUY ALTO,False,False,False,0.16746074403379158,0.025241865479390682,3.104603452351664,0.34797532008665627,0.7069092231179955,0.39411410607986086,-0.101305151015744,0.24148458463631606,2559.0,1.0,12.0,0,12,7.018318772401433
2503,SUM_017743,SED_0061,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5451459907679819,0.002531645567879608,3266.885267561909,2179.0124734637934,1187.8799137422104,ALTO,False,False,False,0.8416665274552714,0.0022858796296296295,-0.49427528158095635,0.3675202720277869,0.6043545636813802,0.9140726372817871,0.7178325983460813,0.6488663444835077,270.0,0.9166666666666666,12.0,0,11,0.7516833077316948
2504,SUM_014467,SED_2407,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5420694126329609,0.002531645567879608,3285.1170650949944,2191.1730824183614,1187.7679057636758,ALTO,False,False,False,0.4889613525448441,0.002979920444638187,-0.289256283675431,0.3552139594877029,0.6043545636813802,0.8456691860076249,0.30529366892378773,0.5109533462355034,509.0,1.0,11.1,0,12,1.3964949756784433
2505,SUM_016843,SED_1722,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5848510860244593,0.002531645567879608,3044.1587818576645,2030.4539074990623,1187.5131729234338,ALTO,False,False,False,0.8425745988803436,0.012589235463135756,-0.2712803623359358,0.39414823154156675,0.6484187041854236,0.9082803825831047,0.7419658861377545,0.5370424653906944,1907.0,1.0,12.1,0,12,3.3533808406632377
2506,SUM_016146,SED_0450,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.618530344360012,0.007872924089224274,2878.2608685658674,1919.7999993334338,1187.4545546900595,MUY ALTO,True,False,False,-0.12937149015936145,0.014154779779779782,0.6030173552506716,0.30939784610017484,0.7215745104466242,0.31316299913049295,-0.46258433072227323,0.4396074964781885,1697.0,1.0,11.1,0,12,4.639850550435228
2507,SUM_017859,SED_2604,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5433738986100387,0.002531645567879608,3276.3377041674844,2185.317248679712,1187.4443531148586,ALTO,False,False,False,0.67549905793998,0.007300671289699504,0.07135353473144426,0.34499963804412137,0.6094986521320112,0.8875125409671594,0.5801130695064809,0.49004595892244374,1309.0,1.0,12.1,0,12,3.600871531640094
2508,SUM_012511,SED_1641,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.58270678448079,0.004740006238247103,3055.0182939351175,2037.6972020547234,1187.3799843548106,ALTO,False,False,False,0.7145288113607978,0.013368055555555557,0.09539014059259605,0.3437533289539129,0.6623579363230825,0.8582034646511938,0.47768031017543366,0.3449142384315416,1706.0,1.0,12.0,0,12,4.1086077508960575
2509,SUM_003426,SED_2315,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5345553187703888,0.002531645567879608,3328.595117497809,2220.172943371039,1186.805255469098,ALTO,False,False,False,0.5115362270056302,0.004504504504504505,0.007934083634192245,0.3251575840374145,0.6043545636813802,0.8159922413216507,0.2838019287415044,0.3305639273007539,519.0,1.0,11.1,0,12,1.4341493855606757
2510,SUM_011861,SED_1528,LLAVE_05,POT_MUY_ALTA,MANIPULACIÓN,0.37020378164524664,0.0009116411655324811,4805.230056113091,3205.088447427432,1186.5358637451277,BAJO,False,False,False,0.3225330770579547,0.08917495265151515,15.305416271397272,0.4324112189243196,0.34946796921888895,0.6420239448866296,0.1104610427248428,0.13449122266637195,18195.0,1.0,22.0,0,12,49.83999080768755
2511,SUM_012030,SED_1641,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5781513741273705,0.002531645567879608,3076.2657849704856,2051.869278575314,1186.2910429380543,ALTO,False,False,False,0.44954606624288873,0.01298776455026455,-0.16417478745837927,0.3487173323366474,0.6546293880576115,0.873948230887566,0.4706384695410605,0.4721098161514181,1291.0,1.0,12.0,0,12,3.177052551702292
2512,SUM_000564,SED_2315,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5454486358023192,0.002531645567879608,3260.6036268022813,2174.8226190771215,1186.2540306876429,MODERADO,False,False,False,-1.2004348532563702,0.0032220981061706873,-0.4919670091262964,0.37595483389275286,0.6019465697721746,0.2716139388669654,-1.5228633378487606,0.5166083671226086,268.0,1.0,11.1,0,12,0.7289466525857655
2513,SUM_001645,SED_2642,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.574761545046552,0.002531645567879608,3093.3498309242177,2063.2643372264533,1185.8849983037264,ALTO,False,False,False,0.3762316396092488,0.012299976387678001,1.1523550378953626,0.359570910182739,0.646491756667823,0.8549595344792991,0.3833713532341831,0.4268544690010802,1149.0,1.0,11.1,0,12,3.153634632616487
2514,SUM_000943,SED_2315,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5324072556336312,0.002531645567879608,3336.5388751626156,2225.471429733465,1184.8571363954477,ALTO,True,False,False,0.1073494623655914,0.002423905129928315,-0.515035147327548,0.31656533149038446,0.6043545636813802,0.5247475085278577,-0.002765627166309015,0.5051501421055645,253.0,0.9166666666666666,12.0,0,11,0.6958021313364054
2515,SUM_011431,SED_2558,LLAVE_05,POT_MEDIA,MANIPULACIÓN,0.5997638736795617,0.002531645567879608,2961.783887361968,1975.5098528704327,1184.8394418497119,ALTO,False,False,False,-2.0,0.0050908356174010835,-0.7656412350150229,0.44745940237491355,0.6505320307811111,0.2558457628252291,-2.0,0.5485140316127264,181.0,0.9166666666666666,5.1,0,11,0.4914842549923195
2516,SUM_008229,SED_0498,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.543924312381705,0.002531645567879608,3265.5867444829755,2178.146358570145,1184.7467603519808,ALTO,False,False,False,0.6412276875216403,0.001937421292260002,-0.7766203331230124,0.3626335584826792,0.6043545636813802,0.8856999531803893,0.5123654635915675,0.541777809463076,259.0,1.0,11.1,0,12,0.6709586663970462
2517,SUM_013302,SED_2413,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.5393416907487244,0.002531645567879608,3292.2270211108976,2195.9154230809686,1184.34873702569,ALTO,False,False,False,0.7135103869027463,0.0035898297491039426,-0.0656461156838414,0.3443030719507568,0.6043545636813802,0.8711658083071366,0.43832367483820145,0.49391147846448935,585.0,1.0,12.0,0,12,1.6072996671786994
2518,SUM_003409,SED_2475,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.6489799276843313,0.008464773452328881,2735.4132674419325,1824.520649383769,1184.0772790956478,MUY ALTO,True,False,False,-0.01991163207697898,0.03337813620071685,0.5491663937341555,0.2801650914659848,0.7719182064237802,0.3262992441977125,-0.20008631534744376,0.21525039091766243,1068.0,1.0,3.1,0,12,2.8084874177710084
2519,SUM_019192,SED_0229,LLAVE_10,POT_ALTA,MANIPULACIÓN,0.6008592477338532,0.004935573060319253,2954.3949077480356,1970.58140346794,1184.0420596860672,ALTO,False,False,False,0.3094149123369487,0.04789481835479446,1.8173997820204388,0.40506443263678094,0.6661241860995439,0.7897799478295766,0.26527439111753215,0.2520754564180301,3459.0,1.0,8.1,0,12,9.446590981822837
2520,SUM_013045,SED_0524,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.5570231885547343,0.002531645567879608,3186.7261284434653,2125.5463276717915,1183.9785928605475,ALTO,False,False,False,0.9442200660548961,0.002374387254901961,0.09289640355805137,0.409786966157974,0.6061019293536544,0.9419838137917196,0.8230229291418837,0.9537791158234209,627.0,1.0,5.1,0,12,1.715740759132723
2521,SUM_002000,SED_2074,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5950364257717531,0.004935573060319253,2983.023931633348,1989.6769623994433,1183.9302681465635,ALTO,False,False,False,0.0,0.011284722222222222,0.45653478478910886,0.3496032448030186,0.6768474860946646,0.4998260985887232,-0.03607699291742449,0.5817076645303051,1252.0,0.75,12.0,0,9,3.391409050179212
2522,SUM_006567,SED_0038,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.5475623299559689,0.002531645567879608,3241.4028654182002,2162.01571123394,1183.8383602446672,ALTO,False,False,False,0.6730492333341753,0.0008531212664277181,-0.874941705978854,0.3771856287797349,0.6043545636813802,0.9024546853053308,0.578414778265311,0.670897663508156,136.0,1.0,12.0,0,12,0.3828052995391705
