ranking_posicion,CUENTA_ID,SED_ID,LLAVE_ID,MACRO_GIRO,tipo_predicho,probabilidad_final,posterior_fraude,recupero_p10_kwh,recupero_p10_soles,prioridad,nivel_sospecha,alta_incertidumbre,datos_insuficientes,sin_servicio,caida_pct,factor_uso,desv_sed,anomaly_score,firma_fraude,señal_vecindario,caida_vs_sed,desacople_sed,cons_anual,ratio_meses_activos,POTENCIA_CONTRATADA,meses_cero_finales,meses_activos,kwhd_promedio
6022,SUM_014881,SED_2661,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.354253379707857,0.0009116411655324811,2737.8741645021432,1826.1620677229296,646.9240843851362,BAJO,False,False,False,0.15676963007330097,0.0338299115932152,1.833216283956152,0.368609611174761,0.34946796921888895,0.5161059460905625,0.05743000142954313,0.059104003471385134,2111.0,1.0,7.1,0,12,5.762793618791602
6023,SUM_013233,SED_0501,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.3473539739069505,0.0013408249707135584,2792.2207575951866,1862.4112453159896,646.9159471095014,BAJO,True,False,False,0.14379908951777445,0.01901455026455027,-0.19875604038057665,0.2955156492954841,0.364633415444106,0.4665641094241188,-0.011581203573646781,0.23901416942874146,954.0,1.0,5.1,0,12,2.5982686891961086
6024,SUM_015590,SED_1206,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.340909811086934,0.0009116411655324811,2844.538386681484,1897.30710391655,646.810606370089,BAJO,False,False,False,0.1998224977778537,0.07882414151925078,0.8702802691594789,0.31523533669106923,0.34946796921888895,0.6428332553006487,0.15783258549414367,0.10278348944862348,2252.0,1.0,3.1,0,12,6.159030177931387
6025,SUM_004596,SED_0038,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.34836126577681614,0.0009116411655324811,2783.4600876378704,1856.5678784544596,646.7563361389737,BAJO,False,False,False,0.17733512476323138,0.04507080610021787,0.8091792354770578,0.3450411554505976,0.34946796921888895,0.5460169888301786,0.09131873501909998,0.060881313519660425,2012.0,1.0,5.1,0,12,5.503213005632361
6026,SUM_015853,SED_2743,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.2740379801639988,0.0006947184135662408,3538.2421782434044,2360.007532888351,646.7316974845455,BAJO,False,False,False,0.35714034717829773,0.00380859375,0.3780141814944126,0.3132304625193062,0.2609738193788963,0.7021938331884154,0.14386157321065168,0.1869925245942201,434.0,1.0,12.0,0,12,1.1905729966717868
6027,SUM_001780,SED_0038,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.34494835098265897,0.0009116411655324811,2810.4065646094637,1874.5411785945123,646.619888405267,BAJO,False,False,False,0.23522121929564954,0.037581699346405234,0.4577193948116456,0.33138949627396885,0.34946796921888895,0.6051835997592134,0.1175169726106978,0.09455719876846001,1622.0,1.0,5.1,0,12,4.43393817204301
6028,SUM_019222,SED_1009,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.3526678843480559,0.0013408249707135584,2748.634215365431,1833.3390216487426,646.5597940575967,BAJO,False,False,False,0.018874848907844008,0.03968430450137045,0.43088913785432287,0.31878687557918234,0.3639615539376804,0.5321650725703967,0.010427013620839698,0.11339771283279367,1710.0,1.0,5.1,0,12,4.701534746499638
6029,SUM_002721,SED_2170,LLAVE_10,POT_ALTA,MANIPULACIÓN,0.32723586789087034,0.0008794388783727384,2961.9666914098257,1975.6317831703539,646.4975811985385,BAJO,False,False,False,0.09438141759551492,0.030055256869773,1.4491250659806538,0.35243614026562786,0.31883577709928446,0.4955320714333489,0.029786623837384354,0.06485633306584411,3048.0,1.0,12.0,0,12,8.381479835399121
6030,SUM_014706,SED_1886,LLAVE_13,POT_ALTA,MANIPULACIÓN,0.3365202416746036,0.0008794388783727384,2879.2968559724263,1920.4910029336086,646.2840964411198,BAJO,False,False,False,0.3270419727445518,0.027492159498207887,1.0753293177219612,0.3625929515209195,0.3278293383924982,0.7082870710989232,0.17944280127993856,0.16097080169172148,3259.0,1.0,12.0,0,12,8.925368823604712
6031,SUM_009668,SED_0169,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.3504902580476752,0.0013408249707135584,2764.3465321663252,1843.819136954939,646.2406451045783,BAJO,True,False,False,0.19803603534754274,0.07640868325917685,0.800573173299116,0.2801747993268583,0.37392874428794753,0.6780482910842084,0.15383993909609767,0.1401050341992144,2196.0,1.0,3.1,0,12,5.596129986801913
6032,SUM_000568,SED_1600,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.3442549420635932,0.0009116411655324811,2812.510239885735,1875.9443300037851,645.8031066399792,BAJO,False,False,False,0.29481993902684883,0.040322580645161296,0.16089428343548354,0.32861586059770587,0.34946796921888895,0.5262056049762558,0.047738316065412595,0.0767375379067733,1735.0,1.0,4.1,0,12,3.907908239460659
6033,SUM_019005,SED_0742,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.3446860621251226,0.0009116411655324811,2808.909785122282,1873.542826676562,645.7840991499153,BAJO,False,False,False,0.08811683631800304,0.1324286044629437,1.6746332807192732,0.33034034084382347,0.34946796921888895,0.4707176777473079,0.0032125564617326713,0.06607918928602052,3673.0,1.0,3.1,0,12,10.041310643881209
6034,SUM_010412,SED_1886,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.3404446631281966,0.0009116411655324811,2843.0169874486464,1896.2923306282473,645.5826036933165,BAJO,False,False,False,0.08344261414661375,0.12053416579951438,1.0789560879572238,0.3133747448561195,0.34946796921888895,0.28611464116112634,-0.05255715838607726,0.05660586404047149,3267.0,1.0,3.1,0,12,8.940968221966203
6035,SUM_011452,SED_1206,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.32857554587332205,0.0008794388783727384,2945.2663604374266,1964.4926624117636,645.484248916081,BAJO,False,False,False,-0.6846581175105415,0.008663793919430562,-0.5011398023920399,0.3400003443133045,0.3247672797266612,0.2551401244063942,-0.5503547825515149,0.22324458936108907,601.0,1.0,7.1,0,12,1.6445972542242704
6036,SUM_017349,SED_0670,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.3250986621688703,0.0009116411655324811,2976.1337186904548,1985.0811903665335,645.3472392847485,BAJO,True,False,False,0.05450318658940817,0.03605456555671176,-0.12303128550663549,0.26414462721367826,0.34541667382060093,0.3763494080663501,-0.06300146692771527,0.15213626944450984,959.0,1.0,3.1,0,12,2.6304569285537722
6037,SUM_018981,SED_1777,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.3289561267542332,0.0009116411655324811,2940.9129502831424,1961.588937838856,645.2766992754204,BAJO,True,False,False,0.09680899725547905,0.04782499628363312,0.14004651718564867,0.2674205993602659,0.34946796921888895,0.5289746505250484,0.038302440204252886,0.08644869737617862,1399.0,1.0,3.1,0,12,3.5416970686123914
6038,SUM_000904,SED_1722,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.3376328549880466,0.0009116411655324811,2863.9841995219567,1910.2774610811452,644.9724330041442,BAJO,False,False,False,0.10181306829978955,0.04440090617412418,-0.2732285206497618,0.3098701243625981,0.34688709852986277,0.5425790916995518,0.07176146316949304,0.07248165336968021,1222.0,1.0,3.1,0,12,3.3444132424475175
6039,SUM_016314,SED_1206,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.335023281671551,0.0009116411655324811,2886.2050053904677,1925.098738595442,644.9528969460083,BAJO,True,False,False,0.11296003531928567,0.08084840010405828,0.8425926553569902,0.2916892190295371,0.34946796921888895,0.48716473814460565,0.03431114474393837,0.050845376988379876,2219.0,1.0,3.1,0,12,6.067837141577061
6040,SUM_013820,SED_1886,LLAVE_13,POT_ALTA,MANIPULACIÓN,0.33145327921400725,0.0008794388783727384,2917.121973646659,1945.7203564223219,644.9153925696255,BAJO,False,False,False,0.2574529955082923,0.03020833333333333,1.179844956633248,0.3621491471534728,0.3212213232341854,0.6486857066416962,0.17012186172342136,0.10173227949478318,3421.0,1.0,12.0,0,12,9.37490959421403
6041,SUM_012242,SED_0524,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.3406178870554534,0.0009714157013442075,2838.0350457909226,1892.9693755425455,644.779228957983,BAJO,False,False,False,0.0914065510904469,0.023574214632089398,0.8976447369173493,0.3060800206782968,0.3521305091811723,0.5933984348872985,0.020513749635062348,0.17726793133699803,1094.0,1.0,5.1,0,12,2.979853496830694
6042,SUM_004878,SED_1206,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.33210559537352957,0.0009116411655324811,2910.440546299259,1941.2638443816058,644.7045848154601,BAJO,True,False,False,0.029107677721033644,0.05958381336405529,0.3305547096578576,0.2800184738374514,0.34946796921888895,0.2844893318172697,-0.06991940715527724,0.06933672738491828,1603.0,1.0,3.1,0,12,4.381368407578085
6043,SUM_015218,SED_2661,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.3328742465603409,0.0009116411655324811,2903.2884262855646,1936.4933803324716,644.6087749472592,BAJO,True,False,False,0.08677315503480552,0.0522513440860215,0.8971799910525293,0.28309307858469684,0.34946796921888895,0.2827770717677747,-0.05928568587735525,0.05926456438830383,1411.0,1.0,3.1,0,12,3.8585549475166405
6044,SUM_011274,SED_0061,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.2755097938563159,0.0006947184135662408,3507.686238824932,2339.62672129623,644.5900756850525,BAJO,False,False,False,-0.04611008108146942,0.022974537037037036,3.3588100194373536,0.33803760708478947,0.2546671894468247,0.24684636479165273,-0.15005401462856596,0.08377504709146393,2368.0,1.0,12.0,0,12,6.472643049155145
6045,SUM_006566,SED_2475,LLAVE_13,POT_BAJA,MANIPULACIÓN,0.3314088441747999,0.0009516097565955321,2915.9660142877406,1944.949331529923,644.5734099408814,BAJO,True,False,False,0.027289725591498015,0.0425127208141321,0.7583019808849577,0.2761271012185866,0.349836091826871,0.27246338037589457,-0.11317453290081461,0.08458488568277182,1167.0,1.0,3.1,0,12,3.1877648169482846
6046,SUM_011677,SED_2315,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.30420043783257,0.0007994739214896603,3176.4180292058895,2118.6708254803284,644.5005927342085,BAJO,False,False,False,-0.23310021092576425,0.013806289007901913,1.6014500812016363,0.3181910277178227,0.2995369078708191,0.27193498762624574,-0.3690352941666436,0.2058684199241205,1352.0,1.0,11.1,0,12,3.7030809971838194
6047,SUM_007715,SED_2470,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.33097115412326306,0.0008794388783727384,2919.039753261932,1946.999515425709,644.4006766978808,BAJO,False,False,False,0.4494398040315302,0.024580439814814815,1.3210303611308858,0.3562494481344273,0.32254505611954165,0.738331884154906,0.22476789808955056,0.1724480395958444,3258.0,1.0,12.0,0,12,6.581397838969889
6048,SUM_006573,SED_1528,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.3453730459703076,0.0013408249707135584,2797.3010614787013,1865.799808006294,644.3969628619489,BAJO,True,False,False,0.3660123803964902,0.06456445470574632,0.6262861000764319,0.28288362054336835,0.3662028544459541,0.6273560296970102,0.15584494775384405,0.09001442281229548,2188.0,1.0,3.1,0,12,4.9700911525004265
6049,SUM_016553,SED_2105,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.33133412035510956,0.0009116411655324811,2915.82380735566,1944.8544795062253,644.3966481858896,BAJO,True,False,False,0.06964853242209361,0.055280957336108216,0.781208617948239,0.27693257376377134,0.34946796921888895,0.30791251421309607,-0.04625278677975282,0.07255380515404287,1522.0,1.0,3.1,0,12,4.166977886584742
6050,SUM_009968,SED_2096,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.3590486742302791,0.0013408249707135584,2690.053863695006,1794.265927084569,644.2288023362771,BAJO,True,False,False,0.09281353773188117,0.07743398803329865,0.520269090364747,0.29617647101722794,0.38000607530129615,0.555982877399505,0.021586492809698488,0.12570519368985186,2154.0,1.0,3.1,0,12,5.902980990783409
6051,SUM_008965,SED_2105,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.3291839048484869,0.0009116411655324811,2933.2062149788217,1956.4485453908742,644.0313718069102,BAJO,True,False,False,0.07699846544331114,0.047856854483319396,0.49300166052173783,0.26833171173728076,0.34946796921888895,0.5192763025884556,0.037831163950402855,0.07861921963952827,1387.0,1.0,3.1,0,12,3.492581741624907
6052,SUM_012746,SED_1206,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.32091550606014896,0.0008794388783727384,3008.643389014202,2006.765140472473,644.0020505985896,BAJO,False,False,False,-0.866313988725999,0.010138101104073398,-0.12833938592362054,0.34504410213466624,0.31287264070197657,0.2378569995318039,-0.7474398986815858,0.2189775909976317,1661.0,0.9166666666666666,12.1,0,11,2.874359309116072
6053,SUM_004536,SED_1641,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.33301090132754446,0.0009116411655324811,2898.985853954625,1933.6235645877348,643.917726071541,BAJO,True,False,False,0.03206609138519089,0.06679104882067291,0.3254224980643808,0.28363969765351094,0.34946796921888895,0.265821684168283,-0.08914240362493554,0.06536465316524974,1817.0,1.0,3.1,0,12,4.971626984126984
6054,SUM_017978,SED_0151,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.338559594354615,0.0009116411655324811,2850.826700261367,1901.5014090743318,643.7715457209347,BAJO,False,False,False,0.18530126337902667,0.03191380718954249,0.34199755603442855,0.31084000953552765,0.3477994559609775,0.5405992910173232,0.07986688154744995,0.06472997518754187,1445.0,1.0,5.1,0,12,3.952568964413723
6055,SUM_013332,SED_0501,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.3588124940117742,0.0013408249707135584,2689.7462786852334,1794.0607678830509,643.7314185327962,BAJO,True,False,False,0.19625704036914438,0.06762432795698925,0.5390240707510019,0.2773552394069665,0.38596491221337675,0.6511671460103003,0.09812424333874054,0.1593345288251932,1804.0,1.0,3.1,0,12,4.938742479518689
6056,SUM_018614,SED_0742,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.3275478561307649,0.0009116411655324811,2946.4429223851726,1965.2774292309102,643.7224086467658,BAJO,True,False,False,0.042756754555450596,0.04323203514293207,-0.11508550547952114,0.2695301289334713,0.34688709852986277,0.5216707912514212,0.040199447756488885,0.07861561761746177,1234.0,1.0,3.28,0,12,3.3768113159242197
6057,SUM_007846,SED_1009,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.3361331402066858,0.0009116411655324811,2871.1311745531916,1915.044493426979,643.7099192111323,BAJO,False,False,False,0.12398942629517287,0.03525329069336299,-0.18649173977979466,0.3038712652371547,0.34688709852986277,0.5197913183064677,0.066972809288978,0.05390519760994212,980.0,1.0,3.1,0,12,2.690024989185515
6058,SUM_003804,SED_0938,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.342994013583048,0.0009116411655324811,2813.1987357457633,1876.4035567424241,643.5951870285905,BAJO,False,False,False,0.1897787908083767,0.12007168458781362,0.7470713903212822,0.3235721466755251,0.34946796921888895,0.6071968430205337,0.1446819441557959,0.0798889403265757,3369.0,1.0,3.1,0,12,9.21026385688684
6059,SUM_002754,SED_0752,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.32760393708391866,0.0009116411655324811,2944.5857064764846,1964.0386662198152,643.4267996386599,BAJO,True,False,False,0.04155406631478427,0.047449036738351255,-0.15515197369194117,0.2697544527460863,0.34688709852986277,0.4635074576951374,0.01816023611892674,0.03778088182013827,1290.0,1.0,3.1,0,12,3.525506432411675
6060,SUM_008097,SED_0151,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.32568282163902484,0.0008794388783727384,2961.3287830678696,1975.2062983062692,643.2907605515592,BAJO,False,False,False,0.06017774027865378,0.016884531590413945,-0.3056322242387286,0.29643935687525785,0.33543064322694716,0.40292288141261456,-0.1068032848758248,0.28329978710309467,746.0,1.0,5.1,0,12,2.045858934971838
6061,SUM_011853,SED_2002,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.3269270874901704,0.0008794388783727384,2949.970915447388,1967.6306006034079,643.2717415118069,BAJO,False,False,False,0.2766465410360054,0.024141747911622935,0.8059929561401612,0.3046989026560585,0.3343364824348744,0.7399973245936726,0.2040240061637637,0.19185613986905073,1239.0,1.0,5.1,0,12,3.4140855635450325
6062,SUM_000356,SED_1822,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.3381663716794552,0.0008794388783727384,2851.8123763425483,1902.15885502048,643.2461583602225,BAJO,False,False,False,0.4685006726948469,0.008548782416192283,-0.389171735098235,0.3386631247887947,0.33800078730967537,0.8016119323122198,0.3436369131598936,0.22935429067378674,349.0,1.0,5.1,0,12,0.9559547811059909
6063,SUM_017211,SED_0151,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.3003016528119405,0.0007838102492222877,3211.184239575134,2141.8598877966147,643.2040643969208,BAJO,False,False,False,0.3279804108108546,0.026157407407407407,1.6059888402972722,0.3668662465969948,0.2781134548835891,0.7219717744632466,0.22075181964824847,0.15050913568843902,2802.0,1.0,12.0,0,12,7.676328885048644
6064,SUM_018199,SED_2362,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.3423319886195555,0.0009714157013442075,2816.1505619180116,1878.3724247993139,643.0269675496855,BAJO,False,False,False,0.37702315425767713,0.027808676307007788,-0.07766046562079199,0.3143687476942682,0.35165306892798454,0.7702427931242056,0.2750969325056267,0.19778398402434236,1217.0,1.0,5.1,0,12,3.3385834348570724
6065,SUM_016369,SED_2558,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.32750311722924,0.0009116411655324811,2943.643771099303,1963.4103953232354,643.023024868654,BAJO,True,False,False,0.10299475695370106,0.033052954098739734,0.2799777098716233,0.26970269299663546,0.34676992530677486,0.48423516821617274,0.0020102798296732644,0.07845590372499298,957.0,1.0,3.1,0,12,2.619252432155658
6066,SUM_012390,SED_2470,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.32441293733022725,0.0008794388783727384,2971.28034992725,1981.843993401476,642.9358312296403,BAJO,False,False,False,0.14442967184840455,0.005671296296296296,-0.44733486820472834,0.292884284348624,0.334922488324095,0.7504046552070095,0.16378645953909532,0.27754915081448367,790.0,1.0,12.0,0,12,1.5885008386029815
6067,SUM_005884,SED_0938,LLAVE_10,POT_MUY_ALTA,MANIPULACIÓN,0.3180191324927614,0.0008794388783727384,3030.865197428852,2021.5870866850444,642.9033715661467,BAJO,False,False,False,-0.7383102845309206,0.024813190383365817,0.8640495305724456,0.33606908545336284,0.3120024815058943,0.2492542304862551,-0.7370391386160771,0.24720960632010577,3577.0,1.0,17.1,0,12,9.827019715468685
6068,SUM_019063,SED_2475,LLAVE_13,POT_BAJA,MANIPULACIÓN,0.3442691912086899,0.0009116411655324811,2799.414488801725,1867.2094640307507,642.8226919990778,BAJO,False,False,False,0.2612143908478263,0.053286507110648626,1.3024291970000808,0.32867285717809264,0.34946796921888895,0.6128687044344859,0.14226789551968239,0.08557633241626313,1526.0,1.0,3.1,0,12,4.17456557219662
6069,SUM_004069,SED_2604,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.3349106769621572,0.0008794388783727384,2877.0750335215143,1919.0090473588502,642.6966191474569,BAJO,False,False,False,0.0667864595327584,0.030652936994579223,1.631949327964216,0.35519260575877815,0.32815003402995024,0.36408935857133295,-0.08812771404590444,0.1625041259184597,3828.0,1.0,12.1,0,12,8.551534962005684
6070,SUM_015733,SED_0151,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.28098539339072853,0.0006947184135662408,3429.2133811997232,2287.2853252602154,642.693766915082,BAJO,False,False,False,-0.01677497495140649,0.023249812312312317,1.1354444974693816,0.34707032192116755,0.2589570838805822,0.26659086348739214,-0.138991868321175,0.09516482224917884,2301.0,1.0,11.1,0,12,6.290089765745008
6071,SUM_005616,SED_0229,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.33092361795157094,0.0009116411655324811,2911.6465863425806,1942.0682730905014,642.6762592400682,BAJO,True,False,False,0.09671259092986505,0.06698028673835126,0.5012315718490329,0.27529056414961683,0.34946796921888895,0.30466858404120123,-0.01645551567387489,0.035090219227799924,1841.0,1.0,3.1,0,12,5.033082117255504
6072,SUM_003302,SED_2743,LLAVE_16,POT_ALTA,MANIPULACIÓN,0.331070197520766,0.0008794388783727384,2909.542853976442,1940.665083602287,642.496372549863,BAJO,False,False,False,0.19605238513737436,0.009827115421873488,2.272135079281552,0.3030449424327009,0.34041194921678775,0.5563106146746037,0.011918110807079468,0.13595789803061598,1030.0,1.0,11.1,0,12,2.828425019201229
6073,SUM_003723,SED_2475,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.3327499331926943,0.0009116411655324811,2894.3064731866057,1930.5024176154661,642.3745504898812,BAJO,True,False,False,0.2794468805626709,0.042324257139553706,0.81671807333046,0.28259582511411035,0.34946796921888895,0.6907096515283259,0.20726585606185338,0.12192670027238232,1203.0,1.0,3.1,0,12,3.2937051971326166
6074,SUM_015788,SED_0450,LLAVE_05,POT_ALTA,MANIPULACIÓN,0.32673193511106013,0.0008794388783727384,2946.558037325909,1965.3542108963813,642.1439845048453,BAJO,False,False,False,-0.850409356399224,0.012268518518518519,0.1868206100652559,0.3587869329136361,0.3160469358435348,0.2632131629991305,-0.7285720610779821,0.2926860664148143,1254.0,1.0,12.0,0,12,3.4349310355862777
6075,SUM_016547,SED_1538,LLAVE_10,POT_ALTA,CLANDESTINA,0.2574969979130705,0.0006947184135662408,3738.813164870467,2493.788380968602,642.1430215299116,BAJO,False,False,False,-0.3938515396027065,0.00405915074557316,5.088474630821688,0.34732629980971347,0.2275538972808562,0.26787505852451343,-0.49441701437740926,0.24071260953691823,349.0,1.0,11.1,0,12,0.9601738097445133
6076,SUM_002944,SED_2743,LLAVE_08,POT_ALTA,MANIPULACIÓN,0.3103207366990194,0.0007994739214896603,3101.9371017450526,2068.9920468639502,642.0511362072331,BAJO,False,False,False,-0.48036957110693834,0.008236527137736815,1.7509720421223403,0.3184767036795331,0.3076020810388481,0.3076115310012708,-0.2428175663434542,0.2127587601402662,872.0,1.0,12.0,0,12,2.3777737775217616
6077,SUM_007986,SED_0090,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.305302723078161,0.0007994739214896603,3152.466088293756,2102.6948808919356,641.9584729388173,BAJO,False,False,False,-0.3235114881010535,0.025754352503912364,0.20300373384072368,0.3272472536086456,0.2979878795679995,0.2551200588589392,-0.35345751161450817,0.16870653124149615,1681.0,1.0,7.1,0,12,4.6379320828257145
6078,SUM_016652,SED_0837,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.35017410503337837,0.0009116411655324811,2748.103726166154,1832.9851853528248,641.8639468203666,BAJO,False,False,False,0.11314415354337375,0.09067160943461672,1.3024419869283221,0.35229251247684656,0.34946796921888895,0.5461842017256371,0.01170272350009624,0.12557639595683212,2331.0,1.0,3.1,0,12,6.38158202124936
6079,SUM_008770,SED_0742,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.33718558216097183,0.0009116411655324811,2853.5090338881923,1903.2905256034244,641.7621238970527,BAJO,False,False,False,0.11454587665151544,0.10903084894207421,1.0869468960850868,0.30033842098722036,0.34946796921888895,0.5597886429001404,0.1001285690000432,0.06746127378311782,2865.0,1.0,3.1,0,12,7.834754224270353
6080,SUM_002564,SED_2789,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.3396993391459705,0.0009116411655324811,2831.048750055008,1888.3095162866905,641.457494785636,BAJO,False,False,False,0.11625840163747822,0.03350672860912997,0.7584287829263188,0.310393448927215,0.34946796921888895,0.4786168149287673,0.029007853896461253,0.04643631377715265,1593.0,1.0,5.1,0,12,4.051744139211117
6081,SUM_016109,SED_2329,LLAVE_13,POT_BAJA,MANIPULACIÓN,0.32967051014781434,0.0009116411655324811,2916.860284786387,1945.5458099525204,641.3890796829901,BAJO,True,False,False,0.1475002676372978,0.052462712452306624,0.23620214552515711,0.27027813293459046,0.34946796921888895,0.5421577152029964,0.05336122393348518,0.08495505782916857,1502.0,1.0,3.1,0,12,4.117273905529954
6082,SUM_018740,SED_0742,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.339845771543761,0.0009116411655324811,2829.3709543218843,1887.1904265326968,641.3536865550037,BAJO,False,False,False,0.08843526488937721,0.10096226803676725,0.9808156852316907,0.3109791785183771,0.34946796921888895,0.4844759547856331,0.03452391296246125,0.047001210822611626,2720.0,1.0,3.1,0,12,7.436268721198156
6083,SUM_007367,SED_0938,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.334393097876739,0.0009116411655324811,2874.835862223985,1917.5155201033979,641.2039549941015,BAJO,False,False,False,-0.24022975877582192,0.029225741415192505,-0.5855586445655582,0.3006651639916761,0.34563574250509327,0.26855059862216574,-0.2608190062503071,0.1547415366033485,855.0,1.0,3.1,0,12,2.1868051620877504
6084,SUM_005858,SED_0670,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.29873700570263606,0.0007994739214896603,3217.9559332054773,2146.3766074480536,641.2021208192139,BAJO,True,False,False,-0.02054880813036324,0.026664932362122785,-0.2855687292325918,0.2777638669553746,0.30572805195172326,0.3330813992375092,-0.14253555747786745,0.17182378704079415,778.0,1.0,3.1,0,12,2.142742514831294
6085,SUM_010041,SED_0501,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.3574115920671303,0.0013408249707135584,2688.9983981206956,1793.561931546504,641.0398254250333,BAJO,True,False,False,0.45235323210385486,0.03569776852815354,-0.2350466775806219,0.2752534312496276,0.38479764567296454,0.7676342719550531,0.3260966587756232,0.1686936433318381,905.0,1.0,3.1,0,12,2.4805403545826934
6086,SUM_010535,SED_1641,LLAVE_08,POT_BAJA,MANIPULACIÓN,0.34667844828425015,0.0013408249707135584,2772.0890568040227,1848.9834008882833,641.0026963232857,BAJO,True,False,False,0.2106131856806191,0.06826836917562723,0.40354613164333725,0.2942202855939373,0.36416450251435445,0.6664437161393886,0.12198286163408836,0.15477718852198552,1923.0,1.0,3.1,0,12,5.264725742447516
6087,SUM_003956,SED_0038,LLAVE_16,POT_MEDIA,MANIPULACIÓN,0.34772493896307255,0.0013408249707135584,2762.9678255419576,1842.8995396364858,640.8221299351715,BAJO,False,False,False,0.14323012505163543,0.024241865204863308,-0.07093279394850022,0.30379075489225027,0.36236966698667994,0.6491070831382516,0.07693094843582299,0.18280210483651546,1042.0,1.0,5.1,0,12,2.850317620327701
6088,SUM_006190,SED_1886,LLAVE_10,POT_BAJA,MANIPULACIÓN,0.3380204531411645,0.0009116411655324811,2842.28177792107,1895.8019458733538,640.8198328100125,BAJO,False,False,False,0.2568132335644036,0.10327060931899641,0.8379473660380581,0.3036779049079911,0.34946796921888895,0.6837067754665239,0.17903129449188943,0.13018962599626896,2892.0,1.0,3.1,0,12,7.904345878136201
6089,SUM_005518,SED_1830,LLAVE_16,POT_BAJA,MANIPULACIÓN,0.33702658348748965,0.0009116411655324811,2850.3447260069916,1901.1799322466634,640.74817716007,BAJO,False,False,False,0.10235927886193259,0.0651602992914127,0.25322796184081425,0.29970242629329163,0.34946796921888895,0.31889505718681027,-0.0022669969655068484,0.03299962028400702,1776.0,1.0,3.1,0,12,4.858329333077317
6090,SUM_007451,SED_0752,LLAVE_05,POT_BAJA,MANIPULACIÓN,0.33251288120158884,0.0009116411655324811,2889.003242054349,1926.9651624502508,640.7407381414206,BAJO,True,False,False,0.08861406244634608,0.06633624551971326,0.2082438940610477,0.2816476171496884,0.34946796921888895,0.4572068757942613,0.009575166361842774,0.04258928000344234,1840.0,1.0,3.1,0,12,5.032303667434715
6091,SUM_014827,SED_2789,LLAVE_08,POT_MEDIA,MANIPULACIÓN,0.29390172780832213,0.0007994739214896603,3268.148729177825,2179.8552023616094,640.6632103460366,BAJO,False,False,False,0.09380051670007214,0.02827412326937944,0.5536463517619149,0.30237122622258295,0.29107856167023516,0.4659888970637415,0.021857605509706515,0.03406877558551633,1305.0,1.0,5.1,0,12,3.5797712019086467
